Work Order,Description,Work Type,Location,Asset,Owner,Unit,Status,Unit Description,PO,Reported Date,Scheduled Start,HI Value,Description Penyulang,Status Date,Priority,Originating Record,Site,Bulan,UP3,INSP,JENIS WO,PANJANG JTM,FASA,YEAR,COUNTUNIQUE of Work Order,Status,,,,,,,,,,
96500203,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0082-TG.LAPPA.00111.R0086,INST1,ULP.32760,4691818,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,03/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
96500214,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0086-TG.LAPPA.00111.R0096,INST1,ULP.32760,4691819,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,50",,2026,,,,,,,,,,,,
96500240,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0096-TG.LAPPA.00111.R00146,INST1,ULP.32760,4691820,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"2,50",,2026,,,,,,,,,,,,
96500306,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0096-TG.LAPPA.00111.R0096.R0007,INST1,ULP.32760,4691821,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,35",,2026,,,,,,,,,,,,
96500323,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111-TG.LAPPA.00111.R00014,INST1,ULP.32760,4691822,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,70",,2026,,,,,,,,,,,,
96500351,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0010-TG.LAPPA.00127.R0010.R0003,INST1,ULP.32760,4691823,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,15",,2026,,,,,,,,,,,,
96500366,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0010-TG.LAPPA.00127.R0012,INST1,ULP.32760,4691824,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
96500381,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0012-TG.LAPPA.00127.R0012.L0007,INST1,ULP.32760,4691825,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,35",,2026,,,,,,,,,,,,
96500399,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0012-TG.LAPPA.00127.R0017,INST1,ULP.32760,4691826,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,25/08/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,25",,2026,,,,,,,,,,,,
96500420,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0017-TG.LAPPA.00127.R0017.L0004,INST1,ULP.32760,4691827,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
96500514,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0017-TG.LAPPA.00127.R0023,INST1,ULP.32760,4691828,32760.INSPEKSI3,ULP.32760,WFOLLOWUP,ULP SINJAI,,28/04/2026,,BURUK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,30",,2026,,,,,,,,,,,,
96500693,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0023-TG.LAPPA.00127.R0023.R0014,INST1,ULP.32760,4691829,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,70",,2026,,,,,,,,,,,,
96500772,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0023-TG.LAPPA.00127.R0046,INST1,ULP.32760,4691830,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"1,15",,2026,,,,,,,,,,,,
96500897,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0046-TG.LAPPA.00127.R0046.R0004,INST1,ULP.32760,4691831,32760.INSPEKSI3,ULP.32760,WFCOMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,21/08/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
96501074,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127.R0046-TG.LAPPA.00127.R0051,INST1,ULP.32760,4691832,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,25",,2026,,,,,,,,,,,,
96501118,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00127-TG.LAPPA.00127.R0010,INST1,ULP.32760,4691833,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,50",,2026,,,,,,,,,,,,
96501129,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00134-TG.LAPPA.00134.R0002.L0003,INST1,ULP.32760,4691834,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,15",,2026,,,,,,,,,,,,
96501133,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00134-TG.LAPPA.00134.R0010,INST1,ULP.32760,4691835,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,40",,2026,,,,,,,,,,,,
96501142,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00134-TG.LAPPA.00134.R002,INST1,ULP.32760,4691836,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
96501150,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00134-TG.LAPPA.00148,INST1,ULP.32760,4691837,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,70",,2026,,,,,,,,,,,,
96501165,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00148-TG.LAPPA.00148.R0034,INST1,ULP.32760,4691838,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"1,70",,2026,,,,,,,,,,,,
96501201,INSPEKSI TIER 1 BS07084,INST1,GD01.19602635,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501213,INSPEKSI TIER 1 BS07052,INST1,GD01.19602639,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501224,INSPEKSI TIER 1 BS07002,INST1,GD01.06302439,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,CUKUP,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501235,INSPEKSI TIER 1 BS07004,INST1,GD01.06302441,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501250,INSPEKSI TIER 1 BS07005,INST1,GD01.06302442,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501264,INSPEKSI TIER 1 BS07007,INST1,GD01.06302444,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501277,INSPEKSI TIER 1 BS07010,INST1,GD01.06302447,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,CUKUP,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501294,INSPEKSI TIER 1 BS07015,INST1,GD01.06302452,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501315,INSPEKSI TIER 1 BS07022,INST1,GD01.06302461,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,CUKUP,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501336,INSPEKSI TIER 1 BS07024,INST1,GD01.06302463,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501350,INSPEKSI TIER 1 BS07025,INST1,GD01.06302464,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501376,INSPEKSI TIER 1 BS07029,INST1,GD01.06302468,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501391,INSPEKSI TIER 1 BS07030,INST1,GD01.06302469,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,CUKUP,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501414,INSPEKSI TIER 1 BS07031,INST1,GD01.06302470,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501436,INSPEKSI TIER 1 BS07081,INST1,GD01.06302477,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501462,INSPEKSI TIER 1 BS07078,INST1,GD01.06302485,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501497,INSPEKSI TIER 1 BS07044,INST1,GD01.06302486,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501520,INSPEKSI TIER 1 BS07048,INST1,GD01.06302490,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501539,INSPEKSI TIER 1 BS07056,INST1,GD01.06302497,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501558,INSPEKSI TIER 1 BS07059,INST1,GD01.06302500,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501574,INSPEKSI TIER 1 TRAFO SISIPAN,INST1,GD01.06302502,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501585,INSPEKSI TIER 1 BS07062,INST1,GD01.06302503,,32760.INSPEKSI2,ULP.32760,WFOLLOWUP,ULP SINJAI,,28/04/2026,,BURUK,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501607,INSPEKSI TIER 1 BS07063,INST1,GD01.06302504,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501676,INSPEKSI TIER 1 BS07071,INST1,GD01.06302513,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,10/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501758,INSPEKSI TIER 1 BS07072,INST1,GD01.06302514,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96501834,INSPEKSI TIER 1 BS07075,INST1,GD01.06302517,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,KURANG,P_LAPPA,08/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96505746,INSPEKSI TIER 1 BR66007,INST1,GD01.06301488,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96505829,INSPEKSI TIER 1 BR66010,INST1,GD01.06301491,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96505917,INSPEKSI TIER 1 BR00000,INST1,GD01.06301497,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96505965,INSPEKSI TIER 1 BR66015,INST1,GD01.06301498,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96506012,INSPEKSI TIER 1 BR70036,INST1,GD01.06301487,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96506034,INSPEKSI TIER 1 BR66009,INST1,GD01.06301489,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96506078,INSPEKSI TIER 1 BR66011,INST1,GD01.06301492,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,KURANG,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96507888,INSPEKSI TIER 1 BK56012,INST1,GD01.06300729,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96507936,INSPEKSI TIER 1 BK56035,INST1,GD01.06300757,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96507984,INSPEKSI TIER 1 BK56036,INST1,GD01.06300758,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96508007,INSPEKSI TIER 1 BK56039,INST1,GD01.06300759,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96508041,INSPEKSI TIER 1 BK56002,INST1,GD01.06300717,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96508067,INSPEKSI TIER 1 BK56003,INST1,GD01.06300718,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96508724,INSPEKSI TIER 1 BK56005,INST1,GD01.06300720,,32720.INSPEKSI3,ULP.32720,WFCOMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,04/06/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96508851,INSPEKSI TIER 1 BK56006,INST1,GD01.06300721,,32720.INSPEKSI3,ULP.32720,WFOLLOWUP,ULP KALUMPANG,,29/04/2026,,BURUK,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509000,INSPEKSI TIER 1 BK56041,INST1,GD01.06300731,,32720.INSPEKSI3,ULP.32720,WFOLLOWUP,ULP KALUMPANG,,29/04/2026,,BURUK,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509043,INSPEKSI TIER 1 BK56042,INST1,GD01.06300732,,32720.INSPEKSI3,ULP.32720,WFOLLOWUP,ULP KALUMPANG,,29/04/2026,,BURUK,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509127,INSPEKSI TIER 1 BK56014,INST1,GD01.06300734,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509186,INSPEKSI TIER 1 BK56015,INST1,GD01.06300735,,32720.INSPEKSI3,ULP.32720,WFCOMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,19/08/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509229,INSPEKSI TIER 1 BK56016,INST1,GD01.06300736,,32720.INSPEKSI3,ULP.32720,WFCOMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,19/08/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509289,INSPEKSI TIER 1 BK56017,INST1,GD01.06300737,,32720.INSPEKSI3,ULP.32720,WFCOMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,19/08/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509316,INSPEKSI TIER 1 BK56037,INST1,GD01.06300749,,32720.INSPEKSI3,ULP.32720,WFOLLOWUP,ULP KALUMPANG,,29/04/2026,,BURUK,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509379,INSPEKSI TIER 1 BK56029,INST1,GD01.06300750,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509427,INSPEKSI TIER 1 BK56040,INST1,GD01.06300753,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509529,INSPEKSI TIER 1 BK56040,INST1,GD01.06300753,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96509599,INSPEKSI TIER 1 BK56045,INST1,GD01.19602611,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,30/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96510432,INSPEKSI TIER 1 BK56043,INST1,GD01.06300733,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,29/04/2026,,KURANG,P_SAPOLOHE,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96511223,INSPEKSI TIER 1 SEGMEN TG.BHALANG.00001-TG.BHALANG.00005,INST1,ULP.32750,4690714,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,25",,2026,,,,,,,,,,,,
96511304,INSPEKSI TIER 1 TG.BHALANG.00005-TG.BHALANG.00005.R0003,INST1,ULP.32750,4690715,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,15",,2026,,,,,,,,,,,,
96511384,TG.BHALANG.00005-TG.BHALANG.00009,INST1,ULP.32750,4690716,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
96511409,TG.BHALANG.00009-TG.BHALANG.00009.R0019,INST1,ULP.32750,4690717,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,CUKUP,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,95",,2026,,,,,,,,,,,,
96511483,TG.BHALANG.00009-TG.BHALANG.00015,INST1,ULP.32750,4690718,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,30",,2026,,,,,,,,,,,,
96511571,TG.BHALANG.00015-TG.BHALANG.00025,INST1,ULP.32750,4690720,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,50",,2026,,,,,,,,,,,,
96511618,TG.BHALANG.00025-TG.BHALANG.00025.R0012,INST1,ULP.32750,4690721,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,60",,2026,,,,,,,,,,,,
96511688,TG.BHALANG.00025-TG.BHALANG.00032,INST1,ULP.32750,4690722,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,BAIK,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,35",,2026,,,,,,,,,,,,
96511994,TG.BHALANG.00015-TG.BHALANG.00015.L0002,INST1,ULP.32750,4690719,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,29/04/2026,,CUKUP,P_TIELINE SELAYAR 1,29/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
96512437,INSPEKSI TIER 1 BJ74537,INST1,GD01.06301132,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,29/04/2026,,KURANG,P_JENTAK,05/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96512476,INSPEKSI TIER 1 BJ74538,INST1,GD01.06301133,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,29/04/2026,,KURANG,P_JENTAK,05/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96512571,INSPEKSI TIER 1 BJ74540,INST1,GD01.06301135,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,29/04/2026,,KURANG,P_JENTAK,05/05/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
