Work Order,Description,Work Type,Location,Asset,Owner,Unit,Status,Unit Description,PO,Reported Date,Scheduled Start,HI Value,Description Penyulang,Status Date,Priority,Originating Record,Site,Bulan,UP3,INSP,JENIS WO,PANJANG JTM,FASA,YEAR,COUNTUNIQUE of Work Order,Status,,,,,,,,,,
96200460,INSPEKSI TIER 1 BJ10005,INST1,GD01.06301437,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96200574,INSPEKSI TIER 1 BJ10006,INST1,GD01.06301438,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,,P_TOLO,12/06/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96200865,INSPEKSI TIER 1 BJ10007,INST1,GD01.06301439,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96200943,INSPEKSI TIER 1 BJ10008,INST1,GD01.06301440,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96200986,INSPEKSI TIER 1 BJ10012,INST1,GD01.06301444,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201113,INSPEKSI TIER 1 BJ10013,INST1,GD01.06301445,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201245,INSPEKSI TIER 1 BJ10020,INST1,GD01.06301452,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201415,INSPEKSI TIER 1 BJ10021,INST1,GD01.06301453,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201545,INSPEKSI TIER 1 BJ10030,INST1,GD01.06301462,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201671,INSPEKSI TIER 1 BJ10043,INST1,GD01.06301475,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,CUKUP,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201873,INSPEKSI TIER 1 BJ10044,INST1,GD01.06301476,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96201978,INSPEKSI TIER 1 BJ10048,INST1,GD01.06301480,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,CUKUP,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96202083,INSPEKSI TIER 1 BJ10049,INST1,GD01.19602620,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,CUKUP,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96208890,INSPEKSI TIER 1 BJ10050,INST1,GD01.19602624,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96209199,INSPEKSI TIER 1 BJ10003,INST1,GD01.19602626,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96209377,INSPEKSI TIER 1 BJ52053 SISIP,INST1,GD01.06302583,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96209489,INSPEKSI TIER 1 BJ10047,INST1,GD01.06301479,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96209643,INSPEKSI TIER 1 BJ10046,INST1,GD01.06301478,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96209900,INSPEKSI TIER 1 BJ10045,INST1,GD01.06301477,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210078,INSPEKSI TIER 1 BJ10042,INST1,GD01.06301474,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210258,INSPEKSI TIER 1 BJ10041,INST1,GD01.06301473,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210408,INSPEKSI TIER 1 BJ10040,INST1,GD01.06301472,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210520,INSPEKSI TIER 1 BJ10039,INST1,GD01.06301471,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210710,INSPEKSI TIER 1 BJ10038,INST1,GD01.06301470,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210841,INSPEKSI TIER 1 BJ10037,INST1,GD01.06301469,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210917,INSPEKSI TIER 1 BJ10036,INST1,GD01.06301468,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96210979,INSPEKSI TIER 1 BJ10035,INST1,GD01.06301467,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,24/06/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96211150,INSPEKSI TIER 1 BJ10034,INST1,GD01.06301466,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96253630,INSPEKSI TIER 1 SEGMEN TG.TARING.00122.R0045-TG.TARING.00122.R0045.L0002,INST1,ULP.32730,173620,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_TOLO,19/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
96253658,INSPEKSI TIER 1 SEGMEN TG.ARUNGKEKE.00393.L0155-TG.ARUNGKEKE.00393.L0155.L0010,INST1,ULP.32730,22260583,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_ARUNGKEKE,19/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,50",,2026,,,,,,,,,,,,
96253669,INSPEKSI TIER 1 SEGMEN TG.BANTAENG.00253.L0110.R0069-TG.BANTAENG.00253.L0110.R0069.R0006,INST1,ULP.32730,22260586,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_BATANG,19/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,30",,2026,,,,,,,,,,,,
96253688,INSPEKSI TIER 1 SEGMEN TG.JENTAK.00007-TG.JENTAK.00007.L0003,INST1,ULP.32730,22260594,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_JENTAK,19/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,15",,2026,,,,,,,,,,,,
96253704,INSPEKSI TIER 1 SEGMEN TG.MKAJI.00001-TG.MKAJI.00001.R0007,INST1,ULP.32730,22260610,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_TOLO,19/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,35",,2026,,,,,,,,,,,,
96253722,INSPEKSI TIER 1 SEGMEN TG.PKARISA.00122-TG.PKARISA.00122.L0004,INST1,ULP.32730,22260615,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_PASAR KARISA,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
96253746,INSPEKSI TIER 1 SEGMEN TG.PUNGGAWA.00001-TG.PUNGGAWA.00001.L0007,INST1,ULP.32730,22260623,32730.INSPEKSI2,ULP.32730,WFCOMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_PUNGGAWA,24/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,35",,2026,,,,,,,,,,,,
96253768,INSPEKSI TIER 1 SEGMEN TG.PAHLAWAN.00082.L0010-TG.PAHLAWAN.00082.L0013,INST1,ULP.32730,22260642,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_BINAMU,19/06/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,15",,2026,,,,,,,,,,,,
96253808,INSPEKSI TIER 1 SEGMEN TG.ARUNGKEKE.00001-TG.ARUNGKEKE.00006,INST1,ULP.32730,4691103,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,BAIK,P_ARUNGKEKE,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,30",,2026,,,,,,,,,,,,
96254461,INSPEKSI TIER 1 BJ10009,INST1,GD01.06301441,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,26/06/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254476,INSPEKSI TIER 1 BJ10010,INST1,GD01.06301442,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254489,INSPEKSI TIER 1 BJ10011,INST1,GD01.06301443,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,26/06/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254510,INSPEKSI TIER 1 BJ10014,INST1,GD01.06301446,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254537,INSPEKSI TIER 1 BJ10015,INST1,GD01.06301447,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254550,INSPEKSI TIER 1 BJ10016,INST1,GD01.06301448,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254568,INSPEKSI TIER 1 BJ10017,INST1,GD01.06301449,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254588,INSPEKSI TIER 1 BJ10018,INST1,GD01.06301450,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254601,INSPEKSI TIER 1 BJ10019,INST1,GD01.06301451,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254622,INSPEKSI TIER 1 BJ10022,INST1,GD01.06301454,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,26/06/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254652,INSPEKSI TIER 1 BJ10023,INST1,GD01.06301455,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254675,INSPEKSI TIER 1 BJ10024,INST1,GD01.06301456,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254697,INSPEKSI TIER 1 BJ10025,INST1,GD01.06301457,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254711,INSPEKSI TIER 1 BJ10026,INST1,GD01.06301458,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254729,INSPEKSI TIER 1 BJ10027,INST1,GD01.06301459,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254743,INSPEKSI TIER 1 BJ10028,INST1,GD01.06301460,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254756,INSPEKSI TIER 1 BJ10029,INST1,GD01.06301461,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254769,INSPEKSI TIER 1 BJ10031,INST1,GD01.06301463,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254780,INSPEKSI TIER 1 BJ10032,INST1,GD01.06301464,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,KURANG,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96254817,INSPEKSI TIER 1 BJ10033,INST1,GD01.06301465,,32730.INSPEKSI2,ULP.32730,COMP,ULP JENEPONTO,,21/04/2026,,CUKUP,P_TOLO,27/04/2026,,,TND,Apr,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
96271567,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG.KALUMPANG.00201.R0126-TG.KALUMPANG.00201.R0151,INST1,ULP.32720,22260595,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,22/04/2026,,BAIK,P_SAPOLOHE,11/06/2026,,95555076,TND,Apr,UP3 BULUKUMBA,JTM,TL,"1,25",,2026,,,,,,,,,,,,
96380899,Perbaikan/Pergantian INSPEKSI TIER 1 BT50005,INST1,GD01.06300488,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,23/04/2026,,KURANG,P_BINTARORE,27/08/2026,,96192437,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96380915,Perbaikan/Pergantian INSPEKSI TIER 1 BT50023,INST1,GD01.06300506,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,23/04/2026,,KURANG,P_BINTARORE,29/06/2026,,96192669,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96380924,Perbaikan/Pergantian INSPEKSI TIER 1 BT50028,INST1,GD01.06300511,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,23/04/2026,,KURANG,P_BINTARORE,27/08/2026,,96192962,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96407069,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG. TABANG.00137-TG.TABANG.00189,INST1,ULP.32750,4690791,32750.INSPEKSI2,ULP.32750,COMP,ULP SELAYAR,,24/04/2026,,BAIK,P_TIELINE SELAYAR 1,24/04/2026,,95545602,TND,Apr,UP3 BULUKUMBA,JTM,TL,"2,60",,2026,,,,,,,,,,,,
96407254,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG. TABANG.00030-TG.TABANG.00112,INST1,ULP.32750,4690787,32750.INSPEKSI2,ULP.32750,COMP,ULP SELAYAR,,24/04/2026,,BAIK,P_TIELINE SELAYAR 1,27/04/2026,,95545359,TND,Apr,UP3 BULUKUMBA,JTM,TL,"4,10",,2026,,,,,,,,,,,,
96444724,Perbaikan/Pergantian INSPEKSI TIER 1 BL55680,INST1,GD01.06301711,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,27/04/2026,,KURANG,P_MATTEKO,15/06/2026,,95523711,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96444852,Perbaikan/Pergantian INSPEKSI TIER 1 BL55683,INST1,GD01.06301714,,32710.INSPEKSI3,ULP.32710,WOREJECT,ULP PANRITA LOPI,,27/04/2026,,BURUK,P_MATTEKO,15/06/2026,,95524622,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96445141,Perbaikan/Pergantian INSPEKSI TIER 1 BL55689,INST1,GD01.06301720,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,27/04/2026,,KURANG,P_MATTEKO,15/06/2026,,95526047,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96445371,Perbaikan/Pergantian INSPEKSI TIER 1 BL55693,INST1,GD01.06301725,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,27/04/2026,,CUKUP,P_MATTEKO,15/06/2026,,95527086,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96445546,Perbaikan/Pergantian INSPEKSI TIER 1 BL55698,INST1,GD01.06301731,,32710.INSPEKSI3,ULP.32710,WOREJECT,ULP PANRITA LOPI,,27/04/2026,,BURUK,P_MATTEKO,15/06/2026,,95530042,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96445642,Perbaikan/Pergantian INSPEKSI TIER 1 BL55710,INST1,GD01.06301738,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,27/04/2026,,KURANG,P_MATTEKO,15/06/2026,,95530847,TND,Apr,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
96457848,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG.BLOE.00193.R0274-TG.BLOE.00193.R0294,INST1,ULP.32730,4691147,32730.INSPEKSI3,ULP.32730,COMP,ULP JENEPONTO,,27/04/2026,,BAIK,P_PASAR KARISA,23/06/2026,,95553912,TND,Apr,UP3 BULUKUMBA,JTM,TL,"0,75",,2026,,,,,,,,,,,,
96457865,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG.BLOE.00193.R0294-TG.BLOE.00193.R0294.L0015,INST1,ULP.32730,4691148,32730.INSPEKSI3,ULP.32730,COMP,ULP JENEPONTO,,27/04/2026,,BAIK,P_PASAR KARISA,23/06/2026,,95553936,TND,Apr,UP3 BULUKUMBA,JTM,TL,"0,75",,2026,,,,,,,,,,,,
96499158,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0001-TG.LAPPA.00111.R0041.R00014,INST1,ULP.32760,4691804,32760.INSPEKSI3,ULP.32760,WFOLLOWUP,ULP SINJAI,,28/04/2026,,BURUK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,70",,2026,,,,,,,,,,,,
96499218,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0014-TG.LAPPA.00111.R0014.L00041,INST1,ULP.32760,4691805,32760.INSPEKSI3,ULP.32760,WFOLLOWUP,ULP SINJAI,,28/04/2026,,BURUK,P_LAPPA,05/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"2,05",,2026,,,,,,,,,,,,
96499293,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0014-TG.LAPPA.00111.R0027,INST1,ULP.32760,4691806,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,65",,2026,,,,,,,,,,,,
96499324,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0014-TG.LAPPA.00111.R0041.R00023,INST1,ULP.32760,4691807,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,45",,2026,,,,,,,,,,,,
96499357,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0023-TG.LAPPA.00111.R0041.R00061,INST1,ULP.32760,4691808,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,03/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"1,90",,2026,,,,,,,,,,,,
96499605,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0027-TG.LAPPA.00111.R0046,INST1,ULP.32760,4691809,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"1,00",,2026,,,,,,,,,,,,
96499853,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0041-TG.LAPPA.00111.R0041.R00061.L00012,INST1,ULP.32760,4691810,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,60",,2026,,,,,,,,,,,,
96499973,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0041-TG.LAPPA.00111.R0041.R0061.R0010,INST1,ULP.32760,4691811,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,02/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,50",,2026,,,,,,,,,,,,
96500072,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0046-TG.LAPPA.00111.R0046.L00011,INST1,ULP.32760,4691812,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,03/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,55",,2026,,,,,,,,,,,,
96500084,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0046-TG.LAPPA.00111.R0054,INST1,ULP.32760,4691813,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,03/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,40",,2026,,,,,,,,,,,,
96500107,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0054.R0013-TG.LAPPA.00111.R0054.R0019,INST1,ULP.32760,4691814,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,04/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,30",,2026,,,,,,,,,,,,
96500132,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0054-TG.LAPPA.00111.R0054.L0002,INST1,ULP.32760,4691816,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,03/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
96500151,INSPEKSI TIER 1 SEGMEN TG.LAPPA.00111.R0054-TG.LAPPA.00111.R0082,INST1,ULP.32760,4691817,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,28/04/2026,,BAIK,P_LAPPA,05/05/2026,,,TND,Apr,UP3 BULUKUMBA,JTM,INSP,"1,40",,2026,,,,,,,,,,,,
